HA1,,HA2,,HA3,,HA4,,HA5,,HA6,,HA7,,HA8,,HA9,,HB1,,HB2,,HB3,,HB4,,HB5,,HB6,,HB7,,HB8,,HB9,
X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm)
,,,,,,,,,,,,,,,,,,,,,,,,16.455281,13.256834,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.080588,-1.459012,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.639272,-16.139708,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.248168,-21.12956,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.576716,-21.072111,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.535742,-14.32343,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.327747,-13.413597,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.120432,1.050774,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.08423,1.622352,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.783933,16.036832,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.711144,16.099109,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.517949,21.140211,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.745125,21.074423,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.305191,14.59205,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.499446,13.226681,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.099493,-1.410025,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.76281,-15.140549,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.614041,-16.181306,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.203754,-21.145573,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.526317,-21.0914,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.536424,-21.090666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.577702,-14.300769,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.368033,-13.388961,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.137905,1.011524,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.102798,1.583083,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.759796,16.078005,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.69069,16.136891,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.477763,21.1567,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.705459,21.09326,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.344412,14.573375,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.538187,13.203128,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.117927,-1.36652,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.591804,-16.220268,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.158254,-21.161502,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.485949,-21.10986,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.619645,-14.277987,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.406359,-13.366586,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.155583,0.966125,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.121918,1.535142,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.732067,16.122109,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.663159,16.180549,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.425845,21.173349,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.656113,21.112777,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.39268,14.545015,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.582896,13.171926,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.136649,-1.316866,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.560112,-16.267004,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.104568,-21.177373,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.442482,-21.128448,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.669069,-14.246837,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.452977,-13.333852,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.173428,0.914565,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.14157,1.478,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.698783,16.170771,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.631612,16.227435,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.366733,21.189997,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.595538,21.133025,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.442995,14.514282,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.63165,13.135398,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.15568,-1.260029,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.683299,-15.282382,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.527485,-16.314338,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.047244,-21.193118,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.380692,-21.148148,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.718784,-14.215143,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.497622,-13.303343,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.191211,0.861399,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.161002,1.421776,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.668835,16.216423,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.604595,16.270354,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.317192,21.20634,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.546014,21.152288,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.486657,14.490442,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.672164,13.109096,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.173952,-1.21376,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.504509,-16.353522,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.004571,-21.208711,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.347714,-21.165848,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.757219,-14.195756,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.535216,-13.281419,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.208354,0.821365,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.178965,1.385764,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.644592,16.257122,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.581755,16.309654,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.272154,21.222508,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.507062,21.170679,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.528209,14.468712,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.71515,13.079475,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.19201,-1.169447,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.637563,-15.369146,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.478671,-16.394948,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.043245,-21.224209,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.303006,-21.184218,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.802429,-14.168703,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.578506,-13.252246,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.225681,0.774147,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.19796,1.332418,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.61594,16.301381,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.553717,16.353153,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.217375,21.238681,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.452813,21.190049,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.575971,14.440152,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.759653,13.047716,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.210513,-1.114893,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.446422,-16.44149,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.09825,-21.239567,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.248064,-21.203094,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.850316,-14.13847,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.623655,-13.22055,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.243215,0.717689,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.216943,1.27695,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.579318,16.352107,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.519654,16.40147,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.156912,21.254756,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.399486,21.209213,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.62403,14.41107,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.806905,13.012194,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.229027,-1.057198,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.415202,-16.487014,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.153853,-21.254778,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.196087,-21.221655,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.897129,-14.109236,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.665899,-13.192311,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.260329,0.669806,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.235606,1.224444,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.553916,16.39334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.494102,16.442611,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.111652,21.270585,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.349125,21.22805,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.668255,14.385966,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.848491,12.983782,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.246735,-1.013158,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.388994,-16.528311,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.198835,-21.269948,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.152159,-21.239651,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.939854,-14.084435,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.706527,-13.165949,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.668842,-5.024859,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.277216,0.625928,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.526036,16.436486,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.467646,16.484363,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.066327,21.286317,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.306826,21.246268,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.711409,14.361871,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.890655,12.954438,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.264421,-0.967521,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.534592,-15.551763,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.363066,-16.569254,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.24234,-21.285041,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.107663,-21.257582,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.981534,-14.060664,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.745858,-13.141078,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.294,0.582494,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.271952,1.130393,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.496055,16.481209,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.44226,16.525114,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.018891,21.301957,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.257325,21.264827,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.754537,14.337654,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.932156,12.925782,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.282144,-0.918748,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.335036,-16.61176,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.290507,-21.299985,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.063086,-21.275422,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.026882,-14.032563,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.788299,-13.112084,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.310875,0.531841,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.290177,1.079171,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.467521,16.524591,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.416364,16.566153,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.033721,21.317484,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.204684,21.283444,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.798321,14.312558,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.972684,12.898227,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.299712,-0.870924,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.311669,-16.650397,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.337727,-21.314835,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.019971,-21.293096,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.066816,-14.010485,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.826621,-13.088204,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.32742,0.490313,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.30818,1.02991,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.440845,16.56632,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.389957,16.607478,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.083858,21.332891,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.842071,14.287338,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.016875,12.86566,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.317351,-0.818424,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.455493,-15.688785,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.277799,-16.697285,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.391645,-21.32946,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.966067,-21.31117,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.116113,-13.977487,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.872119,-13.054917,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.344193,0.433886,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.326094,0.980059,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.404893,16.615404,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.357846,16.653251,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.137644,21.348159,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.099653,21.320262,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.8916,14.255521,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.061626,12.832137,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.334916,-0.764306,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.246186,-16.742204,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.449232,-21.343875,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.91463,-21.329001,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.160669,-13.949752,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.914738,-13.025147,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.360688,0.38454,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.344026,0.92706,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.37636,16.658327,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.331193,16.694495,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.191511,21.363291,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.047777,21.33844,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.933228,14.232326,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.102323,12.803804,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.352071,-0.718295,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.222875,-16.780418,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.487956,-21.358576,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.875896,-21.346186,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.197175,-13.931202,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.949214,-13.005806,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.376823,0.350492,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.356105,16.694486,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.309637,16.731556,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.23008,21.378458,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.01527,21.355576,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.969719,14.214762,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.138083,12.781922,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.368931,-0.678356,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.390349,-15.811681,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.20269,-16.816075,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.53237,-21.373067,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.836603,-21.363321,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.210537,-21.137262,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.237328,-13.908292,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.987098,-12.981907,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.393054,0.306138,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.378657,0.84233,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.327342,16.737337,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.286383,16.76987,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.275885,21.393466,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.970418,21.373226,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.013681,14.188675,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.178711,12.753367,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.386023,-0.628103,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.173137,-16.858972,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.580945,-21.387356,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.786982,-21.380766,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.283115,-13.878641,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-17.029611,-12.951789,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.409268,0.255559,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.396152,0.791662,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.295636,16.782376,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.257388,16.812606,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.329963,21.408251,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.910112,21.391441,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.060663,14.158997,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.223565,12.718919,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.403038,-0.576236,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.334064,-15.904612,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.141014,-16.903722,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.63369,-21.401414,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.736784,-21.398113,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.328861,-13.84884,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-17.072071,-12.921551,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.425362,0.204906,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.413475,0.742454,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.266612,16.825134,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.227863,16.855615,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.376418,21.423035,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.868185,21.408746,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.100482,14.137277,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.261054,12.694257,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.419775,-0.530449,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.118915,-16.940549,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.673671,-21.415749,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.699344,-21.414926,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.3656,-13.829508,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-17.107379,-12.900609,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.441206,0.17165,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.430535,0.697792,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.244335,16.862454,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.206715,16.891934,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.421908,21.437741,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.825679,21.425989,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.139604,14.11623,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.298819,12.669081,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.436334,-0.48819,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.09224,-16.980813,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.721422,-21.429753,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.651566,-21.431991,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.408953,-13.802211,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-17.147605,-12.873011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.457103,0.12086,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.447643,0.648436,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.214267,16.905769,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.180204,16.932339,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.473118,21.452227,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.776939,21.443373,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.184446,14.088491,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.340796,12.637985,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.453022,-0.435582,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.261846,-16.031894,,,,,,,,,,
